4.089106797480206341e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.545293374326428437e-02 0.000000000000000000e+00 3.031045080769000782e-02 0.000000000000000000e+00 0.000000000000000000e+00 9.980054914631608654e-03 8.615471048417377986e-02 7.853889531445618077e-02 0.000000000000000000e+00 1.157949683056941868e-02
1.354899990454995430e-04 1.681119139885435716e-03 5.493577588116154223e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.851487584820212624e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.632172888272629952e-04 3.735137910708392732e-03 0.000000000000000000e+00 3.060794238396963556e-03 0.000000000000000000e+00 7.877874528424410119e-03 3.005654708092762341e-03 4.426459124496104716e-04 0.000000000000000000e+00 1.370225297298623135e-02 0.000000000000000000e+00 0.000000000000000000e+00 2.239310316642595822e-03 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.241547043339355283e-02 4.663841487064270810e-04 0.000000000000000000e+00 2.834014669480602617e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.907345807548971726e-03 1.617889865981173361e-02 2.784106383181060920e-02 8.647591420328903239e-04 8.168747217180935549e-02 3.708479164333277657e-03 0.000000000000000000e+00 0.000000000000000000e+00 3.980259703979575903e-02 2.860639483985715978e-02
7.105084598892542772e-04 5.279763150104816415e-03 0.000000000000000000e+00 3.023510385870922246e-01 1.228208828985478257e-01 0.000000000000000000e+00 9.726977852441535261e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.201397124889947307e-03 4.153138038742291982e-02 0.000000000000000000e+00 3.000262853806866855e-03
3.909896274745859688e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.525559971931749088e-02 0.000000000000000000e+00 8.082943606057926833e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 5.350419077372148280e-01 1.085364475823380297e-02 5.759728509659311699e-03 0.000000000000000000e+00 2.723430764164088552e-03 0.000000000000000000e+00 1.170363992919462755e-02 5.299656818955294016e-03 0.000000000000000000e+00 1.298498152438265149e-02 1.163019294048982764e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.236240511711946724e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.586903736136590887e-02 8.842006315653478526e-03 0.000000000000000000e+00 3.220139844509667393e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.144464798911627159e-03 1.031129116622018539e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.555548761403749251e-02 8.364921540762758345e-03 2.325434570385195507e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
