0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.227692086392992209e-12 0.000000000000000000e+00 0.000000000000000000e+00
9.704961890874240725e-11 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 7.949952582074837695e-03 2.766439235281808462e-01
2.584765135670860081e-01 0.000000000000000000e+00 1.133618799043667885e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.026793765544035175e-01 3.216236140593040083e-01
1.234946097152065394e-10 0.000000000000000000e+00 0.000000000000000000e+00
2.670696747918678336e-11 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.808938564799928481e-11 0.000000000000000000e+00 0.000000000000000000e+00
3.087933076018946027e-11 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.873979631674247748e-01 0.000000000000000000e+00
0.000000000000000000e+00 4.289927950966928444e-02 3.475499056540738430e-01
0.000000000000000000e+00 3.254410743435386943e-01 1.472771564513176978e-01
2.360342003969116698e-01 0.000000000000000000e+00 8.919076614806575876e-02
2.731795995912557062e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.576413171315045592e-10 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.163704541059320585e-01 2.206036423900208099e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.005460919901671857e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 4.733135907761031880e-01 0.000000000000000000e+00
2.526664886312960300e-10 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.080048313906315834e-12 0.000000000000000000e+00 0.000000000000000000e+00
