0.000000000000000000e+00 0.000000000000000000e+00 8.118590826613748118e-03 0.000000000000000000e+00 2.735890604544782140e-02 0.000000000000000000e+00 1.133757296873297640e-02
6.014154981246916555e-05 0.000000000000000000e+00 1.099686582088409701e-03 1.238074390148564095e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.669322381867204105e-03 0.000000000000000000e+00 0.000000000000000000e+00 9.140797430189870690e-03 6.663525124739946848e-02 0.000000000000000000e+00 8.098909842281343252e-03
4.263267855661188660e-04 1.888220076683740437e-03 1.501540446356549804e-03 0.000000000000000000e+00 4.848683315694205659e-02 0.000000000000000000e+00 3.945969809661215022e-02
1.136234857635684954e-05 4.378165166431476941e-03 0.000000000000000000e+00 9.040456625603240101e-04 0.000000000000000000e+00 0.000000000000000000e+00 2.830007711125052776e-03
1.410517781234730357e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.122785554347324743e-02 1.595034583231061051e-03
1.219315491723345357e-02 0.000000000000000000e+00 1.015657399116450497e-02 0.000000000000000000e+00 9.580869132900063942e-05 1.612781660018997032e-02 3.497330484651611782e-02
0.000000000000000000e+00 2.500419869973488033e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.353792751239167758e-03 0.000000000000000000e+00
3.799092288230833305e-03 7.873976615912716207e-03 0.000000000000000000e+00 0.000000000000000000e+00 7.200921992400352752e-03 0.000000000000000000e+00 6.733501493089552592e-02
2.536025640211492932e-02 3.607179581654794409e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.877102416683104538e-03 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 7.255533252817436551e-01 1.048195957877624263e-01 0.000000000000000000e+00 3.998536514891590926e-02 0.000000000000000000e+00
0.000000000000000000e+00 1.317506055417162585e-02 0.000000000000000000e+00 6.652740430053837029e-03 3.133205703532433717e-02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 8.635892225541860192e-04 1.993106271563226302e-04 1.207285828131650710e-03 1.996938828099615107e-03 0.000000000000000000e+00 1.294959327467282324e-02
8.116407558895114395e-04 0.000000000000000000e+00 0.000000000000000000e+00 9.276338002348252093e-04 0.000000000000000000e+00 0.000000000000000000e+00 1.803249264393454654e-03
1.227530670490609762e-03 0.000000000000000000e+00 6.707057113233300116e-03 0.000000000000000000e+00 0.000000000000000000e+00 3.950451201512038268e-02 0.000000000000000000e+00
1.294312021252987588e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.484828705821910830e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.536846241916629482e-02 0.000000000000000000e+00 0.000000000000000000e+00
1.927568321346309860e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.293439882878030710e-03 0.000000000000000000e+00
3.641137174105037806e-05 1.022061487707573218e-03 0.000000000000000000e+00 2.683459669686372780e-03 0.000000000000000000e+00 0.000000000000000000e+00 3.309062712360516696e-03
5.499428386811488004e-03 1.397183145701825190e-02 5.982728064469972420e-03 0.000000000000000000e+00 5.062909662812823536e-02 9.075935426329843859e-04 9.673126594490122701e-03
0.000000000000000000e+00 3.769005340422492247e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.046174271626207242e-02 7.098216240724014147e-04
8.849206204613559634e-05 3.050390887495540429e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.886424350047099661e-03 0.000000000000000000e+00 0.000000000000000000e+00 8.236480971901905326e-03 0.000000000000000000e+00 2.494685610168695476e-03 0.000000000000000000e+00
6.463965328835343188e-04 0.000000000000000000e+00 0.000000000000000000e+00 5.425487413339636494e-03 1.555537632951824699e-02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.637749063701892561e-04 0.000000000000000000e+00 1.369286886716640159e-02 1.131124752037831332e-02
0.000000000000000000e+00 1.618854639186244598e-03 4.087176733675710986e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.733382966644832560e-02 8.023807224938544341e-03 5.310765049305061179e-03 1.350032889923191530e-02 0.000000000000000000e+00 9.143143694895931872e-03 4.827977242986087464e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000833823279616318e-04 5.183584998181044526e-04 3.014526288446834246e-04 7.638030161541133848e-04 1.279687337359196146e-02 1.797587606328106963e-02 6.332827565614554399e-03
0.000000000000000000e+00 3.698845423987431186e-03 0.000000000000000000e+00 0.000000000000000000e+00 2.270575766089807240e-02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 2.813805076508977057e-02 1.669435692759576846e-03 2.319737270934698128e-02 0.000000000000000000e+00 2.740570534151214044e-02
0.000000000000000000e+00 1.644765809725321631e-02 4.434852006137505846e-03 0.000000000000000000e+00 4.103205612312128825e-02 0.000000000000000000e+00 7.682405704689664917e-03
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.729721803922171249e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.434336713180710482e-03 2.239269538476038393e-03 0.000000000000000000e+00 4.608107643010194571e-02 3.556947391581857798e-02
0.000000000000000000e+00 4.055320350822607246e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.465926269431399420e-03 0.000000000000000000e+00
7.355459517681873941e-05 1.932727630528374273e-03 3.544852102362660694e-03 9.456508324334287480e-03 0.000000000000000000e+00 6.032403620206743151e-03 1.873145558098823424e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.266042247852159144e-02 0.000000000000000000e+00 3.146320366111029360e-02 0.000000000000000000e+00 2.215126526889798705e-02
0.000000000000000000e+00 0.000000000000000000e+00 1.608387997848462550e-02 1.130865077647766684e-02 4.610437138297009130e-02 1.213631122830292550e-02 5.491463569261390877e-03
4.076249400430364753e-03 7.791844047788647198e-03 0.000000000000000000e+00 0.000000000000000000e+00 8.914038267060312229e-03 1.903648892182341346e-02 0.000000000000000000e+00
7.810424733858805377e-04 0.000000000000000000e+00 0.000000000000000000e+00 1.110378353056273859e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 3.261669891328083937e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.217507739949180018e-02 4.903099305956585413e-02
1.829017610342515083e-03 2.849655639610308277e-03 0.000000000000000000e+00 2.762252274155315617e-04 0.000000000000000000e+00 2.938362329875962922e-02 0.000000000000000000e+00
4.847557868903826228e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.478062366106189934e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.306248244700792871e-02 0.000000000000000000e+00
1.803211730729436255e-03 0.000000000000000000e+00 7.795062593091403418e-03 3.298456918130601885e-03 6.127823074267950421e-02 7.679844091459181281e-03 4.387050394106252818e-03
0.000000000000000000e+00 4.785289999835997711e-03 0.000000000000000000e+00 7.873513321371428120e-03 1.941343190080641740e-02 6.526103625518646367e-02 1.279419400932889708e-03
0.000000000000000000e+00 0.000000000000000000e+00 3.041349794803950568e-03 0.000000000000000000e+00 0.000000000000000000e+00 5.535313684666835071e-02 0.000000000000000000e+00
1.472597320247793010e-02 3.156615483271850431e-02 1.931823508878618284e-02 1.035320727478745428e-01 3.807481397711181409e-02 6.352267889084051156e-02 3.547674088563903400e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.766801921251535346e-02 0.000000000000000000e+00
1.085878488575755391e-02 2.413325059839350681e-02 3.100502512359812335e-02 5.239456784048491904e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.313825504697730955e-03 6.997257964704041260e-03 0.000000000000000000e+00 1.422506487643116976e-02 1.920484842250701901e-02 2.631014197958849582e-02 1.534403433578200304e-01
1.326281216005814438e-02 5.066412668640323663e-02 0.000000000000000000e+00 9.922930993180062442e-02 3.191566973726485401e-02 7.279882474786635894e-03 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.428485349063073923e-03 0.000000000000000000e+00 0.000000000000000000e+00 8.905699242882102185e-02
3.635828303123727202e-04 1.847907168277836305e-03 3.177222382554668878e-03 3.385577415555504361e-03 0.000000000000000000e+00 0.000000000000000000e+00 6.966201321437503341e-03
5.520332423540988062e-03 5.450769624889374027e-03 6.260055026804237262e-03 1.623927196776584272e-02 1.826691454590699537e-02 0.000000000000000000e+00 1.679053746662463598e-02
2.605067078626911812e-04 0.000000000000000000e+00 2.418889504726202261e-03 6.010759962935000034e-03 6.502298585581275416e-03 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.173172361400649115e-03 7.095815205107250390e-02 8.065188194748140749e-02 8.276056591922267835e-02
3.296708584362021202e-03 0.000000000000000000e+00 7.347647721317598218e-03 1.612696496089960005e-02 0.000000000000000000e+00 1.006282309697959371e-01 8.467331278010906126e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.903043915844892076e-02 1.710932515320825326e-02 0.000000000000000000e+00
1.353119141552300460e-02 2.077334326995740332e-02 2.276667962148956614e-02 1.686007163657213433e-03 0.000000000000000000e+00 1.934850634656238785e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.491730744786038731e-02 4.318710712788420211e-03
0.000000000000000000e+00 0.000000000000000000e+00 5.185298121184932392e-03 0.000000000000000000e+00 1.526449781892571522e-01 0.000000000000000000e+00 1.433498269311778888e-03
4.685255113841807332e-04 0.000000000000000000e+00 0.000000000000000000e+00 1.082575586633329964e-02 0.000000000000000000e+00 1.679267427376404317e-02 5.707804043153952983e-03
0.000000000000000000e+00 0.000000000000000000e+00 7.909071930585318162e-04 0.000000000000000000e+00 0.000000000000000000e+00 3.234614286246061121e-02 9.864528025866528549e-03
0.000000000000000000e+00 3.742669589385589686e-05 8.174090543447038739e-05 0.000000000000000000e+00 1.534220416018164945e-01 3.240415841637396543e-02 0.000000000000000000e+00
6.262129263156349102e-03 1.796476866756385390e-02 4.299452121112426993e-03 0.000000000000000000e+00 5.934512184456876283e-02 5.459050754430308169e-03 4.846333136226329413e-02
1.538373219401251712e-01 0.000000000000000000e+00 1.000298851992614119e-02 2.865309956962567781e-02 8.260672207186965654e-02 1.489493555463503212e-02 0.000000000000000000e+00
1.585292883066987193e-02 1.660543261113151328e-02 4.892169722760685707e-02 2.001520180286670003e-02 0.000000000000000000e+00 9.850461340600025206e-03 3.238579045155774022e-02
9.732675947846217189e-04 1.700155003824519329e-03 2.328235604830670036e-03 1.894773480131764411e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.479624268818770325e-03
5.430891687196584333e-04 3.744467935820262449e-03 1.461326001496551135e-03 0.000000000000000000e+00 5.121199124656739682e-02 0.000000000000000000e+00 1.020414753455070600e-02
0.000000000000000000e+00 1.073490735107646699e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.958216621055516513e-02 2.934671508766255321e-02 2.712556129780484618e-02 1.025783823976317288e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.136517953315814566e-02 7.862831476699312649e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.562458071085915223e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.577415001305931905e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.625384691590606556e-02 5.138136289259827294e-02 6.830588159341476062e-03
5.267362785280762551e-03 3.339070431811653333e-02 3.707451420519692481e-02 2.812790809350936699e-02 0.000000000000000000e+00 0.000000000000000000e+00 7.218913341942319491e-03
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.832464560409101079e-02 2.923575795725084914e-02 0.000000000000000000e+00 1.433830297777190232e-01
0.000000000000000000e+00 9.098320993960690162e-01 1.121347185207978020e-01 0.000000000000000000e+00 1.208345307272675438e-02 0.000000000000000000e+00 0.000000000000000000e+00
9.392964969964227029e-01 8.245592640174391474e-02 4.479050974737156660e-02 0.000000000000000000e+00 0.000000000000000000e+00 9.764566963343225200e-03 1.207681743934204723e-02
0.000000000000000000e+00 2.363585469939875720e-03 6.050301663869470797e-03 0.000000000000000000e+00 1.171980268512790857e-01 6.845554883700470878e-04 0.000000000000000000e+00
0.000000000000000000e+00 1.731530969274753563e-03 9.811173977792571159e-04 4.118797470350547786e-04 6.664627929750599478e-01 0.000000000000000000e+00 1.402036963300071042e-02
3.738559456238762374e-02 8.437951707558434544e-02 0.000000000000000000e+00 0.000000000000000000e+00 2.057757164196833549e-02 4.488847916800628446e-02 2.556594650779015279e-02
